User_ID,Age,Gender,Education_Level,Employment_Status,Household_Income,Location_Type,Basic_Computer_Knowledge_Score,Internet_Usage_Score,Mobile_Literacy_Score,Post_Training_Basic_Computer_Knowledge_Score,Post_Training_Internet_Usage_Score,Post_Training_Mobile_Literacy_Score,Modules_Completed,Average_Time_Per_Module,Quiz_Performance,Session_Count,Engagement_Level,Adaptability_Score,Feedback_Rating,Skill_Application,Employment_Impact,Overall_Literacy_Score
U0427,50,Male,Secondary,Unemployed,Low,Rural,32,26,7,76,68,48,14,11.94,70,25,Medium,77,1,61,No,65.2
U0428,43,Male,Secondary,Other,Low,Rural,27,34,50,50,83,76,5,24.82,96,26,Low,75,5,100,No,67.7
U0429,52,Female,None,Self-Employed,Low,Rural,24,18,45,49,44,81,10,14.93,84,13,Low,82,1,59,Yes,57.1
U0430,23,Female,None,Other,Medium,Rural,3,16,9,42,51,33,9,18.48,96,28,Medium,80,4,58,No,42.0
U0431,46,Male,Primary,Farmer,Low,Rural,22,0,32,66,29,53,5,22.31,83,13,Medium,99,4,56,No,51.0
U0432,33,Male,Secondary,Self-Employed,Low,Rural,10,12,0,45,58,38,15,28.39,94,23,Medium,63,5,63,No,46.8
U0433,35,Female,Primary,Other,High,Semi-Rural,34,42,10,80,76,38,5,17.57,68,14,High,71,2,55,No,66.2
U0434,36,Other,High School,Farmer,Low,Rural,29,35,10,62,80,33,10,10.76,67,17,Medium,71,4,87,No,58.7
U0435,29,Female,High School,Farmer,Low,Rural,50,5,37,78,48,72,8,25.38,88,27,High,68,2,55,No,67.2
U0436,25,Male,None,Farmer,Low,Rural,18,8,15,57,49,52,13,21.62,69,26,Medium,71,5,97,No,53.1
U0437,42,Male,Primary,Self-Employed,Medium,Rural,2,45,9,45,83,48,13,11.49,82,17,High,51,3,69,No,57.3
U0438,21,Male,None,Unemployed,Low,Rural,23,39,24,58,75,59,7,29.07,81,16,High,80,4,94,No,63.4
U0439,61,Female,High School,Unemployed,Low,Rural,40,7,5,60,46,32,10,27.64,76,13,Medium,83,1,89,Yes,47.4
U0440,45,Female,Secondary,Self-Employed,High,Rural,48,40,43,73,62,79,12,27.73,70,13,Medium,68,2,99,No,71.5
U0441,20,Female,High School,Self-Employed,Medium,Rural,13,41,26,54,90,73,6,21.02,80,12,Low,93,2,52,No,70.5
U0442,44,Male,Secondary,Unemployed,Low,Rural,45,47,33,95,67,66,8,14.61,89,14,Medium,62,1,57,No,77.9
U0443,60,Female,Primary,Self-Employed,Medium,Rural,31,12,38,73,37,68,11,28.34,65,27,High,54,4,72,No,60.7
U0444,57,Male,Primary,Farmer,Low,Semi-Rural,13,7,17,55,53,37,6,18.17,75,17,High,65,3,51,No,49.0
U0445,53,Female,Secondary,Other,Low,Rural,32,33,11,77,53,42,14,13.65,62,15,High,77,4,65,Yes,59.3
U0446,18,Male,Secondary,Other,Low,Rural,45,48,10,92,68,54,12,13.03,98,25,Low,66,4,76,No,73.4
U0447,56,Female,High School,Unemployed,High,Rural,17,17,34,65,54,74,9,24.76,86,27,Medium,75,1,100,Yes,64.4
U0448,29,Male,Primary,Student,Low,Rural,50,26,42,95,61,87,10,20.01,70,21,Low,69,5,99,No,82.4
U0449,27,Male,Primary,Unemployed,Low,Rural,0,48,33,31,95,65,11,20.67,67,18,Low,80,5,56,No,60.4
U0450,27,Male,Secondary,Farmer,Low,Rural,42,39,6,86,85,51,13,23.05,83,14,Medium,100,2,84,No,75.2
U0451,40,Male,High School,Student,Low,Rural,36,22,7,61,44,30,12,17.5,70,20,Low,64,2,68,Yes,46.6
U0452,52,Male,Primary,Student,Medium,Semi-Rural,46,15,15,71,50,58,9,19.6,85,27,Medium,93,4,97,No,60.8
U0453,45,Female,Primary,Unemployed,Low,Rural,49,5,42,79,33,75,13,28.41,90,22,Medium,71,2,81,No,64.0
U0454,42,Female,High School,Student,Low,Rural,36,29,15,78,73,49,15,15.04,99,15,Medium,89,4,98,No,67.8
U0455,34,Male,None,Self-Employed,Low,Rural,31,8,45,62,29,93,15,28.3,68,17,Medium,56,2,57,No,61.4
U0456,29,Male,Secondary,Self-Employed,High,Rural,1,8,19,38,56,43,13,19.99,63,26,Medium,88,4,87,No,44.9
U0457,26,Female,Secondary,Self-Employed,Low,Rural,29,24,48,78,61,71,14,12.23,67,21,Medium,71,3,70,No,70.8
U0458,44,Male,High School,Unemployed,High,Rural,29,4,26,61,52,52,10,17.32,89,20,High,78,2,87,Yes,55.6
U0459,42,Male,None,Unemployed,Medium,Rural,50,4,18,93,47,58,7,18.68,75,30,Medium,95,5,73,No,68.7
U0460,37,Male,Primary,Other,Low,Rural,16,32,46,37,66,73,12,14.36,65,21,Medium,89,5,57,No,56.5
U0461,51,Female,None,Unemployed,Low,Semi-Rural,25,19,40,64,45,74,13,28.57,63,10,Medium,86,1,73,No,61.3
U0462,46,Female,None,Self-Employed,Low,Rural,18,41,29,63,85,50,11,28.5,90,20,Medium,89,5,92,No,65.7
U0463,42,Female,Secondary,Student,Low,Rural,8,14,10,49,36,32,7,29.47,81,17,Medium,94,5,84,No,40.0
U0464,37,Male,None,Unemployed,High,Rural,31,31,39,80,60,83,10,28.0,88,16,Medium,79,3,59,Yes,74.9
U0465,32,Female,High School,Other,Medium,Semi-Rural,43,45,10,86,90,42,6,29.31,91,25,Medium,97,4,52,No,74.0
U0466,43,Male,Secondary,Farmer,Low,Semi-Rural,13,6,14,62,28,61,6,26.63,100,21,Medium,74,3,94,No,51.5
U0467,38,Male,None,Student,Low,Semi-Rural,41,50,4,91,70,53,15,12.41,68,22,Low,52,5,88,No,73.3
U0468,25,Male,Primary,Student,Low,Rural,31,50,13,56,77,55,14,25.31,99,25,Low,86,2,77,No,62.0
U0469,61,Male,High School,Other,Medium,Rural,9,31,17,49,77,66,5,22.48,61,23,High,74,5,69,No,62.5
U0470,25,Female,Secondary,Farmer,Medium,Rural,8,36,29,44,64,72,12,17.26,98,14,Medium,59,4,58,No,58.4
U0471,32,Female,Secondary,Student,Low,Rural,16,25,2,60,55,38,12,26.43,63,14,High,82,4,76,No,51.9
U0472,33,Male,Primary,Self-Employed,Low,Semi-Rural,48,40,50,74,86,93,6,10.66,68,26,High,89,3,82,No,83.3
U0473,56,Female,Primary,Unemployed,Medium,Rural,10,49,43,30,92,79,9,29.87,76,13,Low,82,2,51,No,63.3
U0474,18,Female,High School,Farmer,Medium,Semi-Rural,27,9,45,60,54,71,14,15.98,63,24,Low,61,5,70,No,61.5
U0475,25,Male,Primary,Student,Medium,Semi-Rural,24,17,11,60,54,55,15,23.1,89,23,Low,54,4,55,No,56.7
U0476,53,Female,High School,Farmer,High,Semi-Rural,43,10,40,80,49,90,7,14.87,68,14,Medium,56,5,75,No,73.7
U0477,21,Male,None,Student,Medium,Rural,31,32,39,62,63,65,6,16.9,65,23,Low,96,1,59,No,63.2
U0478,45,Female,High School,Farmer,Low,Semi-Rural,29,48,33,63,89,58,14,15.8,97,20,Low,84,3,93,Yes,69.3
U0479,42,Female,High School,Self-Employed,High,Semi-Rural,28,5,27,77,30,75,14,28.96,62,27,Medium,56,2,88,No,62.3
U0480,34,Female,High School,Student,Low,Rural,36,38,49,63,85,74,10,16.14,82,19,High,71,1,77,No,72.9
U0481,18,Other,High School,Unemployed,Low,Rural,31,11,36,54,37,68,13,26.1,95,15,Medium,80,2,93,No,53.1
U0482,23,Female,Secondary,Other,Low,Semi-Rural,25,15,5,73,38,31,7,10.98,80,28,Medium,75,4,97,Yes,49.9
U0483,29,Male,Secondary,Farmer,Low,Rural,6,21,5,42,70,27,15,20.32,81,28,High,59,1,99,No,45.9
U0484,63,Female,Primary,Student,Low,Rural,45,5,31,81,44,78,9,27.85,90,28,Medium,56,5,53,No,69.0
U0485,58,Female,High School,Unemployed,High,Semi-Rural,42,5,3,71,46,24,10,25.09,80,29,Low,78,1,79,No,49.4
U0486,61,Other,High School,Student,Medium,Rural,15,50,21,39,90,61,8,25.03,78,16,Medium,61,4,53,Yes,60.9
U0487,64,Female,High School,Self-Employed,Low,Rural,42,26,31,84,64,79,11,28.59,98,11,High,83,3,75,Yes,76.5
U0488,19,Male,Primary,Unemployed,Medium,Rural,14,35,0,61,55,23,14,10.75,81,22,Medium,72,4,99,No,47.8
U0489,46,Male,High School,Self-Employed,High,Rural,49,0,43,82,29,69,13,23.89,77,26,Low,80,4,73,No,62.2
U0490,54,Male,Secondary,Other,Medium,Rural,14,40,20,51,75,55,11,20.6,98,19,Medium,70,3,81,No,59.4
U0491,37,Female,High School,Unemployed,Low,Rural,35,19,7,67,60,48,12,22.44,73,26,High,61,4,60,No,59.2
U0492,40,Other,High School,Other,Low,Rural,32,9,22,54,41,72,5,12.84,81,21,Medium,65,4,94,No,55.5
U0493,47,Male,Secondary,Other,Low,Rural,33,33,41,72,79,74,9,15.07,84,12,Low,82,1,83,No,74.7
U0494,28,Female,Primary,Other,Low,Semi-Rural,47,13,2,87,39,22,5,22.51,82,19,Low,61,1,73,Yes,53.1
U0495,39,Male,None,Student,Medium,Semi-Rural,27,13,47,63,59,69,11,24.88,88,22,Low,86,5,98,Yes,63.6
U0496,26,Male,High School,Farmer,Medium,Rural,0,11,18,32,34,63,5,17.71,68,15,Medium,57,1,91,No,41.9
U0497,30,Female,None,Self-Employed,Low,Rural,19,3,41,67,40,72,7,24.95,73,21,Medium,78,2,82,Yes,60.4
U0498,55,Female,Primary,Unemployed,Low,Semi-Rural,29,26,0,63,46,28,10,16.14,77,27,Low,74,5,80,No,47.4
U0499,18,Male,Primary,Unemployed,Low,Rural,1,6,12,44,32,45,11,29.35,63,15,Medium,69,2,93,Yes,40.7
U0500,22,Male,Secondary,Farmer,Low,Rural,14,9,4,44,59,40,8,17.93,85,23,Low,94,4,54,Yes,47.3
U0501,64,Female,Primary,Self-Employed,Low,Rural,9,3,3,44,23,52,10,28.8,77,13,Medium,76,2,96,Yes,40.1
U0502,48,Male,Primary,Unemployed,Low,Rural,49,48,35,71,79,80,10,20.36,81,24,Medium,67,4,96,No,76.1
U0503,60,Male,Primary,Unemployed,Medium,Rural,36,45,13,71,72,47,9,19.44,88,27,High,82,4,79,No,64.1
U0504,53,Female,Primary,Unemployed,Medium,Semi-Rural,33,13,33,77,54,62,14,18.38,95,11,Low,53,3,77,No,65.6
U0505,27,Male,None,Student,Medium,Rural,30,2,41,53,34,72,6,23.75,76,20,Medium,95,2,86,No,53.0
U0506,42,Other,High School,Unemployed,Low,Rural,5,0,8,33,23,51,13,19.87,95,23,Low,58,3,56,No,35.4
U0507,49,Female,Primary,Other,Medium,Rural,46,25,35,80,75,78,14,14.06,63,25,High,87,3,63,No,77.9
U0508,53,Male,Secondary,Other,Low,Semi-Rural,12,31,20,53,56,43,11,19.51,80,30,High,72,3,72,No,50.9
U0509,42,Male,Secondary,Farmer,Medium,Rural,9,50,8,36,90,46,11,21.03,66,24,Low,91,3,52,Yes,55.2
U0510,48,Female,High School,Student,Low,Rural,22,31,22,68,74,59,13,22.86,90,24,Medium,52,4,100,No,67.1
U0511,20,Female,Secondary,Other,Low,Semi-Rural,7,36,34,51,56,70,8,10.07,97,25,Medium,89,2,55,No,58.2
U0512,29,Other,Primary,Student,Low,Rural,40,2,35,86,38,72,5,16.55,91,18,High,97,1,61,No,67.4
U0513,25,Female,None,Farmer,Low,Semi-Rural,23,3,11,61,34,61,10,23.27,63,14,High,76,3,100,No,52.9
U0514,23,Other,High School,Student,Low,Rural,5,30,39,39,73,81,6,21.89,92,30,Low,73,5,82,No,61.8
U0515,52,Other,High School,Other,Low,Semi-Rural,5,32,39,33,81,82,14,25.81,63,29,Medium,88,4,77,No,62.1
U0516,40,Female,None,Unemployed,Low,Rural,20,10,43,53,54,67,10,25.56,86,14,Medium,58,5,68,No,57.5
U0517,50,Female,High School,Student,High,Rural,36,9,6,59,43,50,6,22.19,95,29,Medium,76,5,58,No,51.5
U0518,30,Male,Primary,Other,Low,Rural,40,6,23,62,28,69,9,25.48,78,23,Medium,93,1,72,No,53.9
U0519,49,Male,Primary,Self-Employed,Low,Semi-Rural,39,22,37,83,43,59,8,15.52,93,21,High,96,5,60,No,63.8
U0520,59,Female,High School,Farmer,Medium,Semi-Rural,42,3,4,87,52,30,12,14.23,82,19,High,56,1,85,No,59.4
U0521,47,Male,Secondary,Student,Low,Semi-Rural,17,31,45,63,69,87,5,20.55,74,24,High,64,5,58,Yes,72.0
U0522,32,Male,None,Unemployed,Low,Rural,24,2,11,46,23,39,8,21.63,83,30,Medium,68,1,54,Yes,37.0
U0523,23,Female,High School,Student,Low,Semi-Rural,41,3,21,86,46,41,13,14.82,65,21,Low,52,3,80,No,60.5
U0524,44,Other,Primary,Other,High,Rural,23,4,5,56,45,35,12,15.01,81,30,Low,53,3,91,No,46.4
U0525,46,Female,Secondary,Farmer,Low,Semi-Rural,38,39,19,81,82,66,13,16.89,88,29,Low,64,3,59,No,76.8
U0526,25,Female,Secondary,Unemployed,Low,Semi-Rural,1,14,4,25,46,52,10,16.61,76,12,Medium,78,2,97,Yes,39.4
U0527,26,Female,Secondary,Self-Employed,Low,Rural,13,5,22,42,25,71,9,28.17,61,14,Medium,82,1,74,No,45.6
U0528,31,Female,Primary,Other,Low,Rural,49,50,31,80,83,75,14,19.53,83,18,Low,72,1,79,No,79.4
U0529,39,Female,Primary,Self-Employed,Low,Rural,30,44,31,66,93,80,14,17.27,87,30,Low,77,2,73,Yes,78.3
U0530,58,Male,Primary,Student,Low,Rural,40,32,37,62,77,70,10,23.23,97,23,High,88,3,82,Yes,68.9
U0531,25,Female,Primary,Unemployed,High,Rural,31,22,4,68,42,50,6,11.96,99,23,Medium,52,1,87,No,54.8
U0532,40,Other,High School,Student,Low,Rural,15,6,36,55,50,58,11,25.48,99,10,Medium,68,2,63,No,54.4
U0533,29,Male,Primary,Student,Low,Rural,25,46,30,50,92,70,6,24.02,75,23,Medium,99,2,100,No,68.6
U0534,44,Female,High School,Self-Employed,Low,Semi-Rural,50,23,13,91,46,51,11,14.33,74,22,Low,62,4,56,No,65.5
U0535,63,Female,Primary,Other,Low,Rural,18,28,49,42,69,89,14,10.51,99,23,Low,82,1,76,No,64.2
U0536,20,Female,High School,Student,Low,Semi-Rural,22,14,14,63,44,61,6,23.23,60,11,Medium,68,2,73,Yes,56.7
U0537,50,Female,High School,Student,Low,Rural,49,46,25,94,85,67,12,17.26,100,13,Medium,55,5,62,No,83.2
U0538,18,Other,None,Unemployed,Low,Semi-Rural,34,41,24,63,62,63,7,20.41,62,11,Medium,76,2,65,Yes,62.7
U0539,53,Female,None,Unemployed,Low,Rural,14,22,28,35,67,78,14,25.18,83,24,Low,61,3,82,No,57.5
U0540,18,Other,High School,Self-Employed,High,Rural,12,11,36,60,58,63,8,23.02,65,27,Low,89,1,96,No,60.3
U0541,52,Other,Secondary,Other,Low,Rural,14,1,50,53,36,79,10,23.52,99,19,Medium,76,1,80,No,55.7
U0542,47,Male,Secondary,Unemployed,Medium,Rural,13,4,34,53,48,74,10,18.99,67,14,Medium,56,4,83,No,57.8
U0543,49,Female,None,Unemployed,Medium,Rural,25,12,8,75,51,31,14,28.45,72,19,Medium,59,4,82,Yes,54.6
U0544,41,Male,High School,Self-Employed,High,Rural,33,49,21,79,90,60,11,21.33,61,28,Medium,59,2,52,No,76.6
U0545,47,Female,None,Student,Low,Semi-Rural,27,43,33,62,70,63,10,28.34,93,23,Low,100,3,92,No,64.7
U0546,62,Female,Secondary,Unemployed,Low,Rural,33,24,35,61,61,80,11,29.48,75,24,High,60,5,94,No,66.7
U0547,64,Male,Secondary,Self-Employed,Low,Rural,3,47,37,32,74,78,11,22.45,100,10,Medium,58,4,66,No,58.4
U0548,34,Male,High School,Student,Medium,Semi-Rural,50,6,31,90,43,72,15,26.3,95,16,Low,62,5,83,No,70.5
U0549,49,Female,Secondary,Unemployed,Medium,Rural,44,4,34,81,54,65,6,19.06,61,11,Low,94,3,59,Yes,68.1
U0550,31,Female,None,Farmer,Medium,Rural,27,30,40,65,72,83,7,17.73,88,29,High,95,1,65,No,72.5
U0551,45,Female,Secondary,Student,Medium,Rural,33,9,7,77,35,51,6,13.78,61,26,Medium,68,2,56,No,56.6
U0552,34,Male,None,Unemployed,Medium,Semi-Rural,10,9,13,40,44,45,15,13.11,61,23,Low,56,2,72,No,42.7
U0553,56,Male,Primary,Farmer,Low,Rural,13,36,7,57,57,40,9,18.86,89,21,Medium,55,2,86,No,51.9
U0554,25,Male,None,Unemployed,Low,Rural,2,34,33,52,67,68,14,14.42,98,13,High,67,1,75,Yes,61.3
U0555,35,Female,None,Self-Employed,Low,Semi-Rural,12,2,36,42,29,86,12,19.41,70,18,High,68,5,97,Yes,51.3
U0556,38,Male,High School,Unemployed,High,Rural,0,41,26,31,66,72,10,29.55,79,18,Medium,87,3,78,No,53.8
U0557,26,Female,Secondary,Self-Employed,Medium,Rural,47,29,11,85,53,48,9,25.59,69,22,High,62,3,98,No,64.3
U0558,63,Male,High School,Other,High,Rural,28,22,28,57,66,64,11,25.57,99,10,Medium,78,4,93,Yes,61.8
U0559,18,Female,Primary,Other,Medium,Semi-Rural,31,21,20,70,70,63,9,23.0,73,27,Medium,78,4,77,No,67.9
U0560,61,Female,Primary,Unemployed,Low,Rural,24,18,49,53,60,87,6,19.69,79,11,High,97,4,96,No,65.3
U0561,18,Female,Primary,Unemployed,Low,Semi-Rural,35,5,49,76,26,84,11,26.33,66,23,Medium,79,5,97,No,63.4
U0562,57,Female,High School,Student,Low,Rural,32,48,28,66,78,56,8,15.23,71,27,Medium,92,5,83,No,66.6
U0563,32,Female,Secondary,Student,High,Semi-Rural,26,31,9,46,74,32,5,17.37,88,15,Low,99,4,78,No,50.2
U0564,30,Female,None,Self-Employed,Medium,Semi-Rural,21,36,18,51,64,56,7,11.1,65,17,Medium,61,4,78,No,56.4
U0565,18,Male,Primary,Other,Low,Rural,33,38,10,60,84,60,14,12.9,82,17,Low,78,2,74,No,67.2
U0566,24,Male,High School,Self-Employed,Medium,Semi-Rural,30,31,24,55,75,57,13,14.05,97,23,Medium,68,5,57,No,61.6
U0567,49,Female,High School,Other,Low,Rural,11,46,38,37,72,70,15,15.6,62,10,Low,100,3,74,No,57.4
U0568,56,Female,None,Student,Low,Rural,42,39,29,87,83,69,15,11.22,91,11,High,93,3,100,No,80.4
U0569,28,Female,High School,Unemployed,Low,Rural,5,46,37,44,84,69,12,14.04,69,17,Medium,75,5,72,No,63.5
U0570,61,Female,None,Other,Low,Rural,33,9,39,72,43,63,9,14.85,87,13,High,98,4,75,No,60.6
U0571,57,Male,Secondary,Self-Employed,Low,Rural,47,15,44,89,57,75,14,20.41,66,18,Medium,56,4,98,Yes,75.2
U0572,40,Female,Secondary,Unemployed,Low,Rural,8,47,0,48,81,29,6,27.44,67,11,Low,86,3,52,Yes,52.2
U0573,36,Male,None,Other,Medium,Semi-Rural,14,5,14,53,48,56,8,13.91,67,11,Low,60,5,76,No,52.4
U0574,34,Male,High School,Self-Employed,Low,Semi-Rural,11,42,46,55,79,88,5,11.37,69,23,High,88,2,95,Yes,72.1
U0575,58,Male,None,Farmer,Low,Rural,8,46,14,49,72,57,7,16.01,91,26,Medium,54,2,81,No,58.3
U0576,45,Male,High School,Self-Employed,Medium,Rural,3,34,25,35,73,50,14,24.5,86,19,Medium,76,2,79,Yes,50.9
U0577,47,Male,Primary,Unemployed,Medium,Rural,36,32,39,80,63,72,7,29.27,81,10,Medium,54,5,78,No,72.5
U0578,59,Male,Primary,Other,Low,Semi-Rural,50,35,48,88,61,74,14,11.58,79,13,Medium,87,5,68,No,75.7
U0579,53,Male,High School,Farmer,Medium,Semi-Rural,4,16,7,45,40,43,10,11.99,71,17,Low,82,3,73,Yes,42.9
U0580,35,Female,Secondary,Other,Low,Semi-Rural,11,25,1,41,55,45,10,15.02,87,20,Low,53,2,59,Yes,46.4
U0581,27,Female,Primary,Student,Low,Rural,30,33,4,68,62,30,10,17.94,64,12,Medium,85,1,75,No,54.8
U0582,37,Female,Primary,Unemployed,High,Rural,45,19,14,66,44,55,8,18.23,83,10,High,83,1,97,No,56.1
U0583,54,Other,Primary,Unemployed,High,Rural,50,15,35,75,39,67,7,25.14,85,29,Medium,96,4,62,Yes,61.8
U0584,55,Female,None,Unemployed,Low,Rural,16,24,10,53,61,56,7,16.22,74,15,High,53,3,86,Yes,56.3
U0585,36,Male,High School,Self-Employed,Low,Rural,10,13,12,54,41,44,14,25.8,85,17,High,57,2,86,Yes,47.1
U0586,56,Male,High School,Student,Low,Rural,40,5,15,86,47,47,6,13.66,73,14,High,54,1,64,No,62.6
U0587,27,Male,None,Self-Employed,Medium,Rural,30,28,35,70,54,76,5,15.52,71,26,Medium,81,1,69,No,67.0
U0588,47,Male,None,Other,High,Rural,21,49,25,55,98,61,6,17.84,64,12,High,90,5,62,No,69.7
U0589,41,Female,High School,Student,Low,Rural,36,47,36,85,80,79,13,23.25,91,10,Medium,99,3,100,No,81.7
U0590,28,Male,None,Farmer,Low,Rural,16,33,12,58,78,33,10,29.43,77,19,Medium,63,3,75,Yes,56.5
U0591,44,Female,Secondary,Student,Low,Rural,45,1,26,86,50,48,7,29.22,95,27,Medium,93,4,53,No,63.8
U0592,46,Male,Primary,Unemployed,Low,Rural,28,33,21,69,64,48,14,26.97,92,28,Medium,95,3,60,No,61.2
U0593,59,Female,Secondary,Farmer,Medium,Semi-Rural,7,37,1,33,61,47,8,21.81,71,27,Medium,63,2,82,Yes,45.6
U0594,22,Female,Secondary,Farmer,Low,Rural,16,37,3,47,67,38,12,23.64,62,22,Medium,54,5,67,Yes,50.3
U0595,21,Female,None,Other,Low,Rural,17,18,49,51,39,96,5,20.58,65,27,Low,66,5,72,No,60.9
U0596,27,Male,None,Other,High,Semi-Rural,10,37,35,43,79,85,7,25.62,76,14,Medium,55,1,96,No,66.4
U0597,19,Male,Primary,Student,Medium,Rural,10,39,46,51,78,78,8,10.59,83,28,Medium,97,5,54,No,67.2
U0598,50,Female,Secondary,Self-Employed,Medium,Rural,47,44,45,95,83,90,9,23.47,61,16,Low,83,3,90,Yes,89.9
U0599,40,Female,Secondary,Farmer,Medium,Semi-Rural,39,45,34,74,85,76,8,24.34,94,14,Medium,54,3,93,No,77.9
U0600,32,Male,Secondary,Unemployed,Low,Rural,22,8,29,49,44,72,5,15.7,82,12,Medium,77,5,83,No,54.4
U0601,43,Male,High School,Other,Low,Rural,39,50,2,80,80,35,7,28.5,79,14,High,58,5,53,No,66.5
U0602,23,Female,None,Self-Employed,Medium,Rural,5,19,27,54,45,69,7,16.05,84,12,Low,58,1,90,Yes,55.8
U0603,35,Male,Secondary,Unemployed,Medium,Rural,2,25,49,49,57,94,14,14.33,62,22,Medium,79,2,66,No,64.9
U0604,44,Male,High School,Self-Employed,Medium,Rural,7,28,0,32,59,44,7,21.7,89,20,Low,71,2,87,Yes,43.7
U0605,18,Female,High School,Other,Low,Rural,18,50,23,46,84,54,11,20.81,84,19,Low,77,1,80,Yes,59.8
U0606,61,Male,Primary,Other,Low,Rural,5,40,30,43,80,62,13,28.69,64,21,High,77,4,92,No,59.8
U0607,62,Male,None,Farmer,Medium,Rural,6,30,10,47,80,45,13,29.86,83,15,Low,93,4,86,Yes,56.3
U0608,61,Male,Secondary,Other,Low,Rural,13,34,26,61,65,60,12,10.64,62,24,Medium,77,2,88,No,61.9
U0609,58,Other,Secondary,Farmer,Low,Rural,35,50,46,78,100,90,8,21.84,78,28,Low,64,1,51,Yes,88.2
U0610,52,Female,Secondary,Other,High,Semi-Rural,41,20,14,73,70,54,7,23.46,99,16,Low,94,5,69,Yes,66.4
U0611,46,Male,Primary,Self-Employed,Low,Rural,24,44,48,53,70,76,7,25.02,85,10,Low,82,2,78,No,65.0
U0612,63,Female,High School,Unemployed,Low,Rural,35,46,12,85,96,61,9,29.75,64,27,Medium,55,3,80,No,81.1
U0613,34,Male,Primary,Self-Employed,Low,Rural,43,33,12,75,71,55,11,22.24,63,14,Medium,88,5,94,No,67.8
U0614,46,Other,Primary,Student,Medium,Rural,38,17,32,64,53,59,14,25.46,94,27,Medium,61,4,56,No,59.2
U0615,60,Female,Secondary,Other,Low,Rural,34,41,24,66,72,61,9,24.9,87,14,Low,50,2,87,No,66.3
U0616,37,Male,High School,Student,Low,Rural,1,19,24,37,40,59,7,20.55,91,15,Medium,94,4,94,Yes,44.5
U0617,18,Male,Secondary,Farmer,Medium,Rural,25,22,3,59,55,45,14,25.55,66,18,Medium,60,2,86,Yes,53.6
U0618,33,Female,High School,Self-Employed,Low,Rural,22,27,47,57,66,76,15,27.74,74,15,Medium,68,5,51,No,65.4
U0619,57,Female,Primary,Unemployed,High,Rural,36,6,9,69,30,56,9,25.66,87,22,Medium,51,2,79,No,53.4
U0620,36,Male,Primary,Farmer,High,Rural,33,31,29,77,53,70,5,20.37,76,22,Low,66,5,74,No,67.7
U0621,39,Male,High School,Other,Low,Rural,8,3,6,45,40,50,15,15.95,92,17,Medium,97,5,97,No,45.0
U0622,25,Female,None,Unemployed,High,Rural,47,6,40,94,44,86,8,20.35,88,19,Medium,70,4,90,Yes,76.6
U0623,34,Other,None,Self-Employed,Low,Semi-Rural,38,26,37,78,70,66,8,18.01,77,15,Low,96,1,72,No,72.0
U0624,49,Other,High School,Farmer,Low,Rural,26,19,44,49,69,78,8,28.76,66,21,Medium,72,5,60,No,63.7
U0625,26,Male,High School,Unemployed,Medium,Semi-Rural,41,43,10,84,77,31,13,28.17,85,30,Medium,78,4,59,Yes,66.0
U0626,47,Female,High School,Farmer,Medium,Rural,46,20,20,92,60,47,7,25.14,88,18,Medium,59,1,53,No,68.9
U0627,41,Male,High School,Student,Medium,Semi-Rural,15,27,16,50,56,60,15,23.65,100,19,Low,76,4,100,No,54.8
U0628,31,Other,High School,Farmer,Low,Rural,18,46,26,48,76,53,6,12.01,100,18,High,51,2,61,No,57.9
U0629,28,Male,Secondary,Unemployed,Medium,Rural,21,41,9,59,62,57,8,21.02,65,27,Medium,99,4,51,No,59.3
U0630,40,Male,High School,Farmer,Low,Rural,6,47,28,48,67,58,13,26.78,93,15,Medium,81,4,79,Yes,56.7
U0631,52,Female,Secondary,Unemployed,Low,Rural,14,43,21,58,71,45,5,14.84,76,23,Medium,59,1,74,No,58.0
U0632,30,Female,None,Farmer,Medium,Semi-Rural,44,45,45,77,78,87,9,17.75,93,17,High,84,4,54,No,80.3
U0633,62,Female,None,Student,Low,Semi-Rural,16,21,37,41,65,61,11,12.94,73,11,High,93,3,69,No,54.2
U0634,51,Male,High School,Self-Employed,High,Rural,48,31,0,87,57,38,5,17.53,93,14,Low,83,4,74,No,63.3
U0635,36,Male,None,Unemployed,Medium,Rural,1,9,48,33,57,98,10,16.78,93,29,Medium,88,4,64,No,59.7
U0636,62,Male,High School,Self-Employed,Medium,Semi-Rural,25,39,14,61,67,61,7,17.94,75,23,Medium,97,2,56,No,62.8
U0637,23,Male,High School,Other,Low,Rural,4,34,44,49,75,71,10,16.0,94,21,Medium,99,1,96,Yes,63.4
U0638,57,Female,High School,Unemployed,Low,Rural,39,20,37,87,50,82,15,11.77,77,25,Medium,96,1,98,No,74.4
U0639,30,Female,Primary,Unemployed,Medium,Rural,6,27,26,45,64,46,15,12.46,69,27,Medium,100,1,75,No,51.0
U0640,42,Female,Primary,Unemployed,Low,Rural,48,7,23,87,41,44,13,11.6,89,12,Medium,80,5,88,No,60.3
U0641,26,Female,None,Student,Low,Semi-Rural,2,18,37,23,53,77,10,20.49,90,28,Medium,58,5,84,No,48.2
U0642,44,Female,Primary,Farmer,High,Rural,45,11,42,67,33,91,12,28.37,91,18,Low,81,3,56,No,64.0
U0643,40,Female,None,Other,Medium,Rural,2,5,25,45,31,53,13,25.28,89,26,Low,80,3,94,No,43.2
